timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ,timestamp_reset
261086,10.92,11.35,12.89,0.82,-0.79,1.08,0
261098,10.9,11.31,12.9,0.81,-0.79,1.07,12
261190,10.89,11.35,12.95,0.87,-0.78,1.1,104
261290,10.9,11.27,12.94,0.87,-0.78,1.08,204
261390,10.8,11.28,12.9,0.8,-0.82,1.11,304
261490,10.84,11.27,12.88,0.83,-0.81,1.07,404
261590,10.77,11.29,12.9,0.82,-0.8,1.07,504
261911,10.74,11.29,12.94,0.85,-0.81,1.1,825
262010,10.12,8.15,20.6,0.87,-1.05,0.87,924
262110,10.58,9.74,15.16,0.59,-0.64,0.3,1024
262210,-1.49,8.04,25.67,0.6,-1.24,2.44,1124
262310,9.62,0.08,15.76,0.86,-1.24,0.9,1224
262410,13.3,4.15,4.85,0.73,-0.79,0.99,1324
262510,14.1,-0.48,3.91,-0.69,-2.13,1.67,1424
262610,6.65,1.83,11.03,4.59,-0.75,0.95,1524
262710,11.45,21.16,25.74,3.04,-2.99,1.67,1624
262810,17.97,29.19,17.58,-1.27,-0.44,0.77,1724
262910,-5.39,12.4,5.58,1.25,-1.32,-0.3,1824
263010,19.4,19.64,17.2,0.74,-0.64,1.53,1924
263110,25.9,13.49,19.92,1.3,-1.22,0.53,2024
263210,23.85,22.72,22.97,0.74,-0.41,0.76,2124
263310,13.79,16.03,-7.17,1.48,-0.23,0.44,2224
263410,0.91,-4.1,19.48,1.8,-1.55,0.83,2324
263510,13.21,10.74,3.49,-0.45,-0.97,1.12,2424
263610,13.28,36.78,45.16,-1.92,-2.83,0.79,2524
263710,-33.3,48.16,38.03,0.94,-1.47,0.35,2624
263810,45.12,40.39,7.43,1.95,-1.0,0.65,2724
263910,-4.26,-3.2,25.43,1.71,1.47,0.97,2824
264010,-14.52,8.1,19.71,-0.74,-0.4,-0.51,2924
264110,1.31,-0.58,13.66,3.69,-1.12,1.47,3024
264210,8.93,21.22,30.03,1.73,-3.2,2.72,3124
264310,15.37,5.33,1.78,0.18,0.86,0.65,3224
264410,-9.06,4.43,25.78,1.58,-0.93,1.13,3324
264510,23.72,22.14,16.21,0.71,0.12,0.94,3424
264610,2.74,6.83,22.28,1.36,-0.06,0.33,3524
264710,5.88,-0.43,9.05,1.78,0.4,1.41,3624
264953,25.0,17.32,15.91,0.79,-0.35,0.62,3867
265053,31.43,18.98,8.99,0.71,-0.5,1.08,3967
265153,19.79,16.5,10.81,1.26,-0.62,1.57,4067
265253,13.24,12.17,12.7,0.87,-0.74,1.28,4167
265353,12.02,13.36,12.71,0.87,-0.72,1.08,4267
265453,10.71,11.99,13.53,0.82,-0.84,1.05,4367
265553,10.98,11.1,13.33,0.8,-0.79,1.11,4467
265653,10.89,11.43,12.97,0.89,-0.8,1.09,4567
265753,10.85,11.23,12.89,0.79,-0.8,1.08,4667
265853,10.84,11.32,12.88,0.86,-0.78,1.08,4767
265953,10.84,11.4,12.9,0.81,-0.82,1.09,4867
266053,10.8,11.32,12.9,0.84,-0.79,1.09,4967
266153,10.87,11.35,12.84,0.84,-0.81,1.09,5067
266253,10.83,11.44,12.98,0.82,-0.81,1.06,5167
266353,10.96,11.4,12.88,0.84,-0.81,1.09,5267
266453,10.9,11.38,12.89,0.82,-0.79,1.07,5367
266553,10.91,11.3,12.91,0.82,-0.81,1.1,5467
266653,10.9,11.33,12.94,0.83,-0.8,1.07,5567
266753,10.9,11.38,13.01,0.83,-0.81,1.09,5667
266853,10.84,11.31,12.9,0.87,-0.8,1.08,5767
266953,10.83,11.33,12.91,0.79,-0.82,1.08,5867
267053,10.78,11.31,12.87,0.83,-0.82,1.09,5967
